addressLocality,latitude,longitude,price,property-beds,property-baths,property-sqft,Basement,Bath,Exterior,Exterior Features,Features,Fireplace,Heating,Partial Bathroom,Property Tax,Property Type,Roof,Sewer,Square Footage,Type,Parking,Flooring,Parking Features,Fireplace Features
Paradise,47.538885,-52.889867,595000.0,5.0,4.0,3250.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",Yes,"[""Electric"", ""Wood""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate"", ""Carpeted"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.4951931,-52.7973591,749900.0,3.0,3.0,3888.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate""]","[""Attached Garage"", ""Garage""]","[""Insert"", ""Propane""]"
St. John's,47.552451,-52.721529,599900.0,2.0,2.0,1173.0,,0.0,"[""Other""]","[""Other""]",[],[],"[""Electric""]",0.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
St. John's,47.571027,-52.713893,199900.0,3.0,2.0,1575.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.538461,-52.758343,350000.0,5.0,4.0,2720.0,[],1.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Ceramic Tile""]",[],[]
St. John's,47.486102,-52.818076,569000.0,4.0,4.0,2794.0,,1.0,"Stone, Vinyl siding","Stone, Vinyl siding","Attached Garage, Garage",Yes,"Baseboard heaters, Electric, Propane",1.0,,Single Family,,Municipal sewage system,,Single Family,"Attached Garage, Garage","Hardwood, Laminate, Ceramic Tile","Attached Garage, Garage",
St. John's,47.528553,-52.761374,329900.0,4.0,3.0,2421.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Hot water radiator heat"", ""Oil""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Carpeted"", ""Other"", ""Mixed Flooring""]","[""Garage""]",[]
St. John's,47.494833,-52.799613,699900.0,4.0,3.0,3178.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate""]","[""Attached Garage"", ""Garage""]",[]
St. John's,47.585184,-52.6902636,439900.0,4.0,4.0,2162.0,,1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Condo,,"[""Municipal sewage system""]",,Condo,[],"[""Hardwood"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
St. John's,47.579912,-52.716376,299900.0,3.0,2.0,2790.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Oil""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Hardwood"", ""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.558456,-52.716278,264900.0,3.0,2.0,1200.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Forced air"", ""Oil"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.56436,-52.720515,264900.0,4.0,2.0,1667.0,[],0.0,"[""Wood""]","[""Wood""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.5502784,-52.7826409,457500.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.562372,-52.71783,185000.0,4.0,1.0,1400.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Carpeted"", ""Mixed Flooring""]",[],[]
St. John's,47.4881762,-52.8186577,513900.0,5.0,4.0,2496.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate""]",[],[]
St. John's,47.556975,-52.717975,145000.0,4.0,1.0,1400.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Carpeted"", ""Mixed Flooring""]",[],[]
St. John's,47.554329,-52.717128,280000.0,2.0,1.0,1115.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
Torbay,47.6472592,-52.7454666,315000.0,4.0,2.0,2200.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.555448,-52.750578,366900.0,3.0,2.0,1435.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other"", ""Mixed Flooring""]",[],[]
St. John's,47.5232378,-52.7482726,487500.0,3.0,3.0,2352.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate""]","[""Attached Garage""]",[]
Mount Pearl,47.532671,-52.814686,489500.0,4.0,3.0,2090.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Ceramic Tile""]",[],[]
Mount Pearl,47.532104,-52.814199,434900.0,3.0,3.0,2046.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
Paradise,47.551284,-52.887174,409900.0,2.0,2.0,2980.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Mixed Flooring""]","[""Garage""]",[]
Paradise,47.551347,-52.887312,409900.0,2.0,2.0,2740.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Mixed Flooring""]","[""Garage""]",[]
Paradise,47.528276,-52.9140914,976000.0,4.0,4.0,2903.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Detached Garage"", ""Garage""]",Yes,"[""Baseboard heaters"", ""Electric"", ""Propane""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage"", ""Detached Garage"", ""Garage""]","[""Hardwood"", ""Mixed Flooring""]","[""Attached Garage"", ""Detached Garage"", ""Garage""]",[]
St. John's,47.515641,-52.7523843,689900.0,3.0,3.0,3042.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
Paradise,47.551538,-52.889407,528000.0,3.0,3.0,2799.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.551895,-52.888098,446500.0,3.0,3.0,2169.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.551685,-52.888056,546000.0,5.0,3.0,2493.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Heat Pump"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.492312,-52.808846,785000.0,5.0,4.0,3724.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage""]",[]
St. John's,47.567056,-52.807385,249000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.456737,-52.767108,413900.0,3.0,2.0,2244.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.5493,-52.724434,115000.0,3.0,1.0,,[],0.0,"[""Wood shingles"", ""Other""]","[""Wood shingles"", ""Other""]",[],[],"[""No heat""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.455213,-52.768967,149900.0,2.0,1.0,720.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate""]",[],[]
Hastings Highlands,45.1489487,-77.9683914,849900.0,3.0,2.0,,"[""Crawl space""]",,"[""Wood""]","[""Wood""]","[""Detached Garage""]",[],"[""Forced air"", ""Oil""]",,,Single Family,[],"[""Septic System""]",,Single Family,"[""Detached Garage""]",[],"[""Detached Garage""]",[]
Conception Hr,47.436602,-53.211907,259900.0,4.0,2.0,1872.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,[],"[""Laminate"", ""Other"", ""Mixed Flooring""]",[],[]
Paradise,47.571636,-52.899661,399999.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.5726333,-52.8971245,699900.0,4.0,4.0,3660.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",Yes,"[""Baseboard heaters"", ""Electric"", ""Propane""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Hardwood"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage""]","[""Insert"", ""Propane""]"
Paradise,47.576694,-52.897772,289900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.576587,-52.890799,355000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
St. John's,47.494017,-52.825586,509900.0,5.0,4.0,2570.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",[],"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Mixed Flooring""]","[""Detached Garage""]",[]
Paradise,47.523733,-52.889429,409900.0,3.0,3.0,2258.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.523732,-52.889129,409900.0,3.0,3.0,2258.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.524666,-52.889918,409900.0,3.0,3.0,2258.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.524863,-52.889834,409900.0,3.0,3.0,2258.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.527256,-52.856167,344900.0,2.0,2.0,1072.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Other"", ""Mixed Flooring""]",[],[]
Paradise,47.533555,-52.880585,439900.0,3.0,3.0,2201.0,[],1.0,"[""Wood shingles"", ""Vinyl siding""]","[""Wood shingles"", ""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Other"", ""Mixed Flooring""]",[],[]
Paradise,47.5277533,-52.8592292,649900.0,5.0,3.0,3694.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Hardwood"", ""Mixed Flooring""]","[""Detached Garage""]",[]
Paradise,47.552087,-52.887071,399900.0,2.0,2.0,1790.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.551773,-52.877921,339900.0,2.0,2.0,2432.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.523687,-52.889082,399000.0,3.0,3.0,1310.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Laminate"", ""Carpeted""]","[""Garage""]",[]
Paradise,47.523275,-52.889111,409900.0,3.0,3.0,1310.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate"", ""Carpeted"", ""Other""]","[""Attached Garage""]",[]
Paradise,47.5457539,-52.899648,299999.0,3.0,1.0,2088.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage"", ""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage"", ""Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile""]","[""Detached Garage"", ""Garage""]",[]
Paradise,47.533545,-52.880309,439900.0,3.0,3.0,2136.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile""]",[],[]
Paradise,47.550955,-52.887561,479900.0,4.0,4.0,2520.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.550979,-52.88742,479900.0,4.0,4.0,2520.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.52362,-52.868757,450000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.523188,-52.888356,615000.0,3.0,3.0,2114.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Other""]","[""Attached Garage""]",[]
Paradise,47.5167969,-52.8984528,879000.0,3.0,2.0,3367.0,[],0.0,[],[],"[""Detached Garage"", ""Parking Space(s)""]",Yes,"[""Propane""]",0.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Detached Garage"", ""Parking Space(s)""]","[""Mixed Flooring""]","[""Detached Garage"", ""Parking Space(s)""]","[""Insert"", ""Propane""]"
Paradise,47.5557461,-52.8947588,564900.0,4.0,4.0,3108.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",Yes,"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile""]","[""Attached Garage""]","[""Insert"", ""Propane""]"
Paradise,47.551141,-52.89203,435000.0,3.0,2.0,2043.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
Paradise,47.551389,-52.886632,479900.0,4.0,4.0,2475.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.551403,-52.886664,479900.0,4.0,4.0,2475.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
St. John's,47.494224,-52.825821,649000.0,3.0,3.0,3017.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.551776,-52.8864,399900.0,5.0,3.0,1764.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
Paradise,47.552723,-52.885532,349900.0,3.0,3.0,1764.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Mixed Flooring""]",[],[]
Paradise,47.550679,-52.892104,554800.0,3.0,2.0,2091.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Other""]","[""Attached Garage"", ""Garage""]",[]
Paradise,47.531675,-52.908562,679000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Municipal sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.552041,-52.886883,515000.0,3.0,3.0,1692.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Mixed Flooring""]","[""Attached Garage""]",[]
Paradise,47.5362212,-52.8907836,499900.0,5.0,4.0,3824.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",Yes,"[""Baseboard heaters"", ""Electric"", ""Propane""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Hardwood"", ""Laminate"", ""Carpeted"", ""Ceramic Tile""]","[""Detached Garage""]","[""Insert"", ""Propane""]"
Paradise,47.527749,-52.892706,98500.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.506391,-52.89036,809900.0,3.0,3.0,2912.0,[],1.0,"[""Brick"", ""Vinyl siding""]","[""Brick"", ""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Heat Pump"", ""Forced air""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
St. John's,47.495163,-52.828348,589900.0,3.0,3.0,2650.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Laminate""]","[""Attached Garage""]",[]
Paradise,47.5409081,-52.8856334,439900.0,3.0,3.0,2304.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage"", ""Garage""]",[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage"", ""Garage""]","[""Mixed Flooring""]","[""Attached Garage"", ""Garage""]",[]
Paradise,47.5342394,-52.8998736,749900.0,4.0,3.0,3260.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],Yes,"[""Baseboard heaters"", ""Electric"", ""Propane""]",1.0,,Single Family,[],"[""Septic tank""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Ceramic Tile""]",[],"[""Insert"", ""Propane""]"
Paradise,47.55184,-52.887705,529900.0,5.0,3.0,2493.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Heat Pump"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.527144,-52.856421,345600.0,3.0,3.0,1806.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Carpeted"", ""Other""]",[],[]
Paradise,47.532977,-52.883306,399900.0,3.0,4.0,2450.0,[],2.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Detached Garage""]",Yes,"[""Baseboard heaters"", ""Propane""]",2.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Detached Garage""]","[""Hardwood"", ""Laminate"", ""Ceramic Tile""]","[""Detached Garage""]","[""Insert"", ""Propane""]"
Paradise,47.551534,-52.886696,399000.0,3.0,3.0,2295.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Garage""]",[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Garage""]","[""Laminate"", ""Other"", ""Ceramic Tile""]","[""Garage""]",[]
Paradise,47.551424,-52.886665,439000.0,5.0,4.0,2295.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile"", ""Mixed Flooring""]",[],[]
Paradise,47.514081,-52.914354,399900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""No sewage system""]",,Vacant Land,[],[],[],[]
Paradise,47.551083,-52.887281,409000.0,3.0,3.0,2475.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.551191,-52.886787,409000.0,3.0,3.0,2475.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
Paradise,47.539971,-52.890536,469900.0,3.0,3.0,1999.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]","[""Attached Garage""]",[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,"[""Attached Garage""]","[""Other""]","[""Attached Garage""]",[]
Paradise,47.513765,-52.859035,1290000.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],[],,Vacant Land,[],[],[],[]
Paradise NL,47.511743,-52.912754,239900.0,,0.0,,,,[],[],[],[],,,,Vacant Land,[],"[""Septic tank""]",,Vacant Land,[],[],[],[]
ST. JOHN'S,47.555488,-52.719048,275000.0,3.0,3.0,2417.0,[],1.0,"[""Other""]","[""Other""]",[],[],"[""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Ceramic Tile""]",[],[]
St. John's,47.557561,-52.723977,329900.0,3.0,2.0,2683.0,[],0.0,"[""Aluminum siding""]","[""Aluminum siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Hardwood"", ""Laminate"", ""Ceramic Tile""]",[],[]
St. John's,47.534361,-52.758412,239900.0,4.0,2.0,1860.0,[],1.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",1.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Laminate"", ""Ceramic Tile""]",[],[]
St. John's,47.564698,-52.716773,120000.0,3.0,2.0,1000.0,[],0.0,"[""Vinyl siding""]","[""Vinyl siding""]",[],[],"[""Baseboard heaters"", ""Electric""]",0.0,,Single Family,[],"[""Municipal sewage system""]",,Single Family,[],"[""Mixed Flooring""]",[],[]
